Format Version,1.21,Take Name,Take 2019-01-03 03.48.29 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-01-03 03.48.29 PM,Total Frames in Take,36415,Total Exported Frames,36415,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone
150,1.250000,0.082924,0.214908,-0.000356,-0.973108,-0.527744,0.635827,1.196628,0.112894,0.246133,0.002897,-0.962635,-0.524896,0.716207,1.183462,-0.016223,0.250548,-0.064437,-0.965821,-0.506226,1.013790,1.117516,-0.097716,0.181275,-0.181315,-0.961621,-0.562779,1.329694,1.142681,-0.034662,0.139025,-0.183793,-0.972466,-0.614329,1.474203,1.141381,-0.153687,0.395352,-0.199919,-0.883238,-0.511462,1.316899,1.134165,-0.643716,0.641848,-0.010279,-0.416600,-0.436596,1.345447,1.227811,-0.383647,0.790957,0.364073,-0.307656,-0.387191,1.115700,1.381774,-0.317951,0.622930,0.622021,-0.352074,-0.539366,0.870793,1.442882,-0.193905,0.481181,-0.127244,-0.845384,-0.577411,1.308041,1.097156,-0.398981,-0.058474,-0.556303,-0.726582,-0.639595,1.304525,0.990805,0.029548,-0.192514,-0.624373,-0.756455,-0.744728,1.064301,0.889964,-0.170919,-0.025668,0.741011,0.648869,-0.784658,0.809366,0.979611,-0.092868,-0.017188,-0.031297,-0.995038,-0.437534,0.639438,1.238193,0.048112,-0.050589,-0.087812,-0.993688,-0.422738,0.393850,1.191647,0.027752,-0.058020,-0.130299,-0.989387,-0.358309,0.041882,1.222798,-0.259335,0.353477,-0.015539,-0.898642,-0.617955,0.632215,1.155063,0.049809,0.247313,0.046998,-0.966513,-0.565054,0.415619,1.041103,0.054552,0.428694,0.039183,-0.900950,-0.606533,0.059819,1.067336,,,,,,,,,,,,,,
151,1.258333,0.084131,0.212783,-0.001663,-0.973469,-0.526395,0.636593,1.195151,0.113310,0.243844,0.001456,-0.963171,-0.523741,0.716939,1.181744,-0.018173,0.247794,-0.067067,-0.966318,-0.506015,1.014455,1.115300,-0.101185,0.178999,-0.183323,-0.961308,-0.564342,1.329956,1.141450,-0.036017,0.137971,-0.184725,-0.972391,-0.616709,1.474156,1.141164,-0.155923,0.393276,-0.201188,-0.883485,-0.512998,1.317492,1.132614,-0.644747,0.640871,-0.010630,-0.416501,-0.437853,1.346190,1.225991,-0.382121,0.791833,0.364004,-0.307385,-0.387749,1.116506,1.379823,-0.316579,0.623051,0.622954,-0.351445,-0.541011,0.871706,1.441426,-0.197195,0.477899,-0.127295,-0.846477,-0.579103,1.308309,1.095965,-0.403208,-0.062104,-0.556037,-0.724147,-0.642059,1.304978,0.990064,0.025003,-0.194688,-0.627447,-0.753513,-0.747113,1.064662,0.889359,-0.164800,-0.025154,0.744265,0.646744,-0.784462,0.809142,0.978039,-0.091538,-0.018102,-0.031960,-0.995124,-0.436005,0.640473,1.236299,0.050268,-0.050301,-0.087573,-0.993617,-0.420907,0.394783,1.190391,0.026835,-0.052196,-0.129587,-0.989830,-0.356585,0.042938,1.223105,-0.257680,0.354028,-0.014151,-0.898924,-0.616786,0.632712,1.154004,0.050708,0.248034,0.047227,-0.966270,-0.564730,0.415667,1.040511,0.054397,0.428820,0.038693,-0.900920,-0.606545,0.059947,1.067294,,,,,,,,,,,,,,
152,1.266667,0.085233,0.210645,-0.003052,-0.973835,-0.525116,0.637333,1.193637,0.113766,0.241396,0.000040,-0.963735,-0.522674,0.717648,1.180003,-0.020068,0.244846,-0.069493,-0.966860,-0.505884,1.015070,1.113048,-0.103656,0.176786,-0.184568,-0.961216,-0.565833,1.330181,1.140206,-0.038052,0.136709,-0.185861,-0.972275,-0.618744,1.474189,1.140683,-0.158357,0.390642,-0.202511,-0.883918,-0.514475,1.318026,1.131029,-0.645132,0.640150,-0.009629,-0.417036,-0.438952,1.346901,1.224047,-0.380205,0.792623,0.364041,-0.307681,-0.388318,1.117108,1.377542,-0.314857,0.623875,0.623476,-0.350604,-0.542580,0.872569,1.439930,-0.200608,0.474466,-0.127216,-0.847617,-0.580750,1.308543,1.094767,-0.407922,-0.065896,-0.555688,-0.721435,-0.644518,1.305425,0.989346,0.019997,-0.197601,-0.630074,-0.750707,-0.749517,1.065065,0.888690,-0.157755,-0.024088,0.747317,0.645020,-0.784430,0.808984,0.976561,-0.090836,-0.019186,-0.033235,-0.995126,-0.434547,0.641492,1.234362,0.051867,-0.049618,-0.087131,-0.993608,-0.418857,0.395780,1.188774,0.026291,-0.045458,-0.131335,-0.989946,-0.354818,0.043996,1.222689,-0.256161,0.353463,-0.013307,-0.899593,-0.615685,0.633173,1.152912,0.051716,0.248454,0.047507,-0.966095,-0.564346,0.415725,1.039864,0.054146,0.429019,0.038235,-0.900860,-0.606545,0.060098,1.067275,,,,,,,,,,,,,,
153,1.275000,0.086292,0.208567,-0.004414,-0.974184,-0.523799,0.638080,1.192163,0.114106,0.238928,-0.001527,-0.964309,-0.521566,0.718364,1.178310,-0.021727,0.241864,-0.071828,-0.967404,-0.505826,1.015641,1.110909,-0.106223,0.174441,-0.186225,-0.961045,-0.567296,1.330382,1.138954,-0.040246,0.135410,-0.186491,-0.972248,-0.620851,1.474087,1.140206,-0.160567,0.388120,-0.203554,-0.884390,-0.515931,1.318518,1.129441,-0.645564,0.639192,-0.008435,-0.417863,-0.440029,1.347531,1.222106,-0.378019,0.793230,0.364668,-0.308066,-0.388693,1.117654,1.375242,-0.312734,0.624167,0.624711,-0.349786,-0.544038,0.873425,1.438351,-0.203509,0.470972,-0.126857,-0.848927,-0.582377,1.308737,1.093572,-0.412867,-0.069738,-0.555105,-0.718704,-0.646981,1.305817,0.988656,0.015001,-0.200867,-0.632560,-0.747861,-0.752051,1.065470,0.888042,-0.150803,-0.022660,0.750287,0.643284,-0.784541,0.808839,0.975242,-0.089832,-0.019686,-0.034570,-0.995162,-0.433058,0.642513,1.232476,0.053876,-0.048299,-0.087176,-0.993562,-0.416715,0.396755,1.187365,0.025418,-0.037247,-0.131952,-0.990230,-0.352627,0.045130,1.222793,-0.254844,0.352674,-0.012347,-0.900291,-0.614539,0.633648,1.151849,0.052837,0.248650,0.047736,-0.965972,-0.563962,0.415851,1.039130,0.053747,0.429219,0.037579,-0.900817,-0.606524,0.060324,1.067267,,,,,,,,,,,,,,
154,1.283333,0.087203,0.206358,-0.005850,-0.974565,-0.522509,0.638756,1.190706,0.114540,0.236356,-0.002972,-0.964888,-0.520505,0.719011,1.176656,-0.023319,0.238788,-0.074040,-0.967964,-0.505735,1.016179,1.108763,-0.108859,0.172041,-0.186957,-0.961041,-0.568630,1.330559,1.137689,-0.042547,0.133828,-0.187380,-0.972198,-0.622585,1.474110,1.139796,-0.163071,0.385103,-0.204587,-0.885013,-0.517266,1.318972,1.127831,-0.645772,0.638371,-0.006939,-0.418824,-0.440893,1.348123,1.220065,-0.375604,0.793786,0.365490,-0.308616,-0.388955,1.118122,1.372811,-0.310043,0.624538,0.626031,-0.349158,-0.545467,0.874184,1.436738,-0.206472,0.467261,-0.126557,-0.850306,-0.583888,1.308906,1.092370,-0.418721,-0.073853,-0.554099,-0.715676,-0.649369,1.306161,0.987994,0.009769,-0.204770,-0.634843,-0.744948,-0.754734,1.065965,0.887328,-0.143437,-0.021041,0.754214,0.640424,-0.784789,0.808775,0.974029,-0.089158,-0.019709,-0.036761,-0.995144,-0.431589,0.643466,1.230581,0.055652,-0.045149,-0.087413,-0.993591,-0.414149,0.397726,1.185785,0.024679,-0.026674,-0.132762,-0.990482,-0.349954,0.046270,1.222671,-0.253715,0.351786,-0.011652,-0.900966,-0.613428,0.634045,1.150830,0.053988,0.249022,0.048138,-0.965793,-0.563473,0.415952,1.038406,0.053359,0.429342,0.036942,-0.900807,-0.606527,0.060541,1.067251,,,,,,,,,,,,,,
155,1.291667,0.088115,0.204117,-0.007147,-0.974947,-0.521249,0.639381,1.189254,0.114949,0.233880,-0.004507,-0.965436,-0.519453,0.719608,1.175013,-0.024812,0.235880,-0.076050,-0.968484,-0.505706,1.016657,1.106638,-0.110961,0.169541,-0.188674,-0.960909,-0.569889,1.330697,1.136409,-0.045133,0.132033,-0.187581,-0.972288,-0.624476,1.473943,1.139160,-0.165237,0.382319,-0.205449,-0.885618,-0.518532,1.319364,1.126226,-0.646104,0.637365,-0.005029,-0.419869,-0.441720,1.348642,1.218053,-0.372883,0.794378,0.366419,-0.309289,-0.389048,1.118440,1.370245,-0.307571,0.624739,0.627671,-0.348039,-0.546779,0.874941,1.435088,-0.209106,0.463499,-0.126067,-0.851793,-0.585319,1.309039,1.091151,-0.424357,-0.077817,-0.552937,-0.712830,-0.651694,1.306460,0.987336,0.004522,-0.208723,-0.636863,-0.742172,-0.757444,1.066437,0.886662,-0.136338,-0.018660,0.758031,0.637536,-0.785222,0.808645,0.972897,-0.088507,-0.019764,-0.039003,-0.995115,-0.430150,0.644341,1.228687,0.057238,-0.042005,-0.088233,-0.993567,-0.411588,0.398628,1.184194,0.024936,-0.015746,-0.131319,-0.990901,-0.346888,0.047404,1.222383,-0.252643,0.351420,-0.010822,-0.901420,-0.612348,0.634421,1.149821,0.055146,0.249459,0.048500,-0.965597,-0.563000,0.416047,1.037675,0.052944,0.429398,0.036501,-0.900823,-0.606523,0.060751,1.067235,,,,,,,,,,,,,,
156,1.300000,0.088959,0.201822,-0.008442,-0.975337,-0.520009,0.639935,1.187821,0.115310,0.231158,-0.006004,-0.966040,-0.518425,0.720134,1.173401,-0.026111,0.232673,-0.077962,-0.969073,-0.505705,1.017043,1.104585,-0.112646,0.167035,-0.189585,-0.960972,-0.571066,1.330766,1.135128,-0.048041,0.130188,-0.187922,-0.972332,-0.626030,1.473810,1.138449,-0.167510,0.379050,-0.206178,-0.886427,-0.519729,1.319670,1.124594,-0.646098,0.636509,-0.002816,-0.421196,-0.442376,1.349068,1.215928,-0.370109,0.794875,0.367479,-0.310085,-0.389082,1.118660,1.367590,-0.304906,0.625089,0.629179,-0.347030,-0.548006,0.875593,1.433378,-0.211468,0.459590,-0.125564,-0.853400,-0.586699,1.309090,1.089948,-0.430270,-0.081758,-0.551460,-0.709983,-0.653995,1.306633,0.986725,-0.001050,-0.213215,-0.638553,-0.739452,-0.760308,1.066873,0.886018,-0.128721,-0.015174,0.762631,0.633715,-0.785895,0.808477,0.971894,-0.087927,-0.019386,-0.041424,-0.995076,-0.428729,0.645140,1.226801,0.057693,-0.038329,-0.089438,-0.993581,-0.408939,0.399474,1.182582,0.026584,-0.004738,-0.126195,-0.991638,-0.343516,0.048441,1.221297,-0.251704,0.350814,-0.010066,-0.901927,-0.611289,0.634729,1.148841,0.056311,0.249608,0.048882,-0.965472,-0.562522,0.416110,1.036920,0.052633,0.429478,0.035962,-0.900825,-0.606520,0.060934,1.067208,,,,,,,,,,,,,,
157,1.308333,0.089601,0.199642,-0.009597,-0.975717,-0.518846,0.640414,1.186414,0.115760,0.228515,-0.007483,-0.966605,-0.517457,0.720591,1.171851,-0.027333,0.229549,-0.079749,-0.969639,-0.505738,1.017349,1.102551,-0.114404,0.164334,-0.190964,-0.960957,-0.572189,1.330770,1.133837,-0.050853,0.128051,-0.187721,-0.972511,-0.627682,1.473592,1.137735,-0.169744,0.375584,-0.206796,-0.887332,-0.520874,1.319896,1.122963,-0.645956,0.635596,-0.000315,-0.422798,-0.442940,1.349411,1.213763,-0.367074,0.795225,0.368935,-0.311064,-0.388989,1.118794,1.364873,-0.302066,0.625019,0.631096,-0.346158,-0.549103,0.876270,1.431628,-0.213919,0.455896,-0.124916,-0.854865,-0.588022,1.309075,1.088736,-0.436277,-0.085768,-0.549835,-0.707098,-0.656191,1.306792,0.986084,-0.006424,-0.218117,-0.639899,-0.736827,-0.763132,1.067313,0.885374,-0.121199,-0.011744,0.766433,0.630677,-0.786656,0.808261,0.971166,-0.087446,-0.018773,-0.044016,-0.995019,-0.427396,0.645831,1.224964,0.058044,-0.033882,-0.091151,-0.993567,-0.406285,0.400233,1.180976,0.027969,0.007572,-0.119939,-0.992358,-0.339816,0.049452,1.220184,-0.250914,0.350027,-0.009406,-0.902460,-0.610296,0.634997,1.147863,0.057549,0.250143,0.049208,-0.965244,-0.562062,0.416173,1.036112,0.052291,0.429464,0.035462,-0.900871,-0.606522,0.061122,1.067173,,,,,,,,,,,,,,
158,1.316667,0.090300,0.197458,-0.010732,-0.976085,-0.517774,0.640811,1.185024,0.116104,0.225763,-0.008759,-0.967199,-0.516575,0.720964,1.170311,-0.028384,0.226293,-0.081463,-0.970232,-0.505761,1.017605,1.100617,-0.115947,0.161612,-0.192006,-0.961026,-0.573220,1.330743,1.132567,-0.053684,0.125888,-0.187543,-0.972676,-0.629125,1.473365,1.137001,-0.171803,0.372136,-0.207313,-0.888268,-0.521937,1.320076,1.121343,-0.645602,0.634719,0.002902,-0.424643,-0.443421,1.349708,1.211603,-0.363906,0.795358,0.370649,-0.312405,-0.388848,1.118768,1.361995,-0.298199,0.625482,0.633293,-0.344659,-0.550086,0.876741,1.429837,-0.215825,0.452065,-0.124325,-0.856504,-0.589269,1.309018,1.087557,-0.442148,-0.089531,-0.547921,-0.704466,-0.658331,1.306820,0.985502,-0.012458,-0.224016,-0.641049,-0.733974,-0.766083,1.067693,0.884817,-0.112099,-0.006692,0.768959,0.629358,-0.787407,0.807972,0.970664,-0.087335,-0.017781,-0.047252,-0.994899,-0.426156,0.646438,1.223143,0.058085,-0.029029,-0.092748,-0.993570,-0.403391,0.400978,1.179209,0.029736,0.019608,-0.111420,-0.993135,-0.335984,0.050411,1.218731,-0.250211,0.349259,-0.008787,-0.902959,-0.609392,0.635185,1.146904,0.058783,0.250326,0.049488,-0.965107,-0.561655,0.416178,1.035296,0.052059,0.429477,0.035111,-0.900892,-0.606533,0.061250,1.067150,,,,,,,,,,,,,,
159,1.325000,0.090780,0.195304,-0.011809,-0.976461,-0.516735,0.641173,1.183624,0.116513,0.223086,-0.010024,-0.967759,-0.515725,0.721308,1.168799,-0.029359,0.223148,-0.083006,-0.970800,-0.505796,1.017831,1.098677,-0.117114,0.159084,-0.192584,-0.961191,-0.574149,1.330709,1.131268,-0.056763,0.123745,-0.187482,-0.972788,-0.630317,1.473216,1.136144,-0.174031,0.367980,-0.207800,-0.889451,-0.522902,1.320230,1.119708,-0.645110,0.633949,0.006167,-0.426502,-0.443677,1.350003,1.209299,-0.360587,0.795625,0.372211,-0.313714,-0.388572,1.118732,1.358987,-0.295132,0.625650,0.635115,-0.343639,-0.550955,0.877349,1.427983,-0.217341,0.448240,-0.123686,-0.858222,-0.590410,1.308957,1.086348,-0.448196,-0.093407,-0.545733,-0.701833,-0.660361,1.306805,0.984898,-0.018196,-0.229533,-0.641867,-0.731430,-0.769058,1.068071,0.884298,-0.104552,-0.001339,0.772709,0.626089,-0.788474,0.807620,0.970197,-0.087271,-0.016344,-0.050441,-0.994772,-0.424954,0.646990,1.221320,0.057442,-0.024483,-0.094732,-0.993543,-0.400540,0.401681,1.177431,0.032525,0.032687,-0.101843,-0.993731,-0.331919,0.051328,1.216761,-0.249722,0.348032,-0.008174,-0.903574,-0.608516,0.635357,1.145928,0.060098,0.249974,0.049701,-0.965107,-0.561293,0.416223,1.034352,0.051741,0.429454,0.034690,-0.900938,-0.606541,0.061422,1.067092,,,,,,,,,,,,,,
160,1.333333,0.091290,0.193134,-0.012672,-0.976834,-0.515781,0.641472,1.182254,0.116883,0.220400,-0.011231,-0.968316,-0.514925,0.721588,1.167319,-0.030222,0.220035,-0.084314,-0.971372,-0.505855,1.017992,1.096806,-0.117997,0.156433,-0.193420,-0.961350,-0.574941,1.330645,1.130002,-0.059837,0.121336,-0.187230,-0.972955,-0.631432,1.473014,1.135230,-0.175908,0.364397,-0.208038,-0.890501,-0.523737,1.320327,1.118111,-0.644469,0.633138,0.010114,-0.428596,-0.443890,1.350191,1.207117,-0.357014,0.795673,0.374215,-0.315292,-0.388243,1.118484,1.355929,-0.291308,0.625862,0.637124,-0.342796,-0.551712,0.877845,1.426116,-0.219092,0.443971,-0.123053,-0.860085,-0.591422,1.308868,1.085175,-0.452923,-0.096535,-0.543605,-0.700025,-0.662350,1.306756,0.984406,-0.023064,-0.234366,-0.642760,-0.728972,-0.772016,1.068370,0.884033,-0.096878,0.003041,0.776471,0.622655,-0.789597,0.807330,0.969968,-0.087738,-0.014741,-0.054087,-0.994565,-0.423836,0.647437,1.219526,0.056371,-0.018898,-0.096518,-0.993554,-0.397545,0.402360,1.175427,0.033615,0.044057,-0.096373,-0.993801,-0.327894,0.052165,1.214349,-0.249207,0.346800,-0.007722,-0.904194,-0.607726,0.635506,1.144982,0.061338,0.249835,0.049916,-0.965054,-0.560948,0.416240,1.033478,0.051478,0.429434,0.034250,-0.900979,-0.606559,0.061563,1.067042,,,,,,,,,,,,,,
161,1.341667,0.091724,0.190965,-0.013518,-0.977208,-0.514773,0.641690,1.180935,0.117261,0.217691,-0.012560,-0.968867,-0.514071,0.721790,1.165903,-0.031009,0.216907,-0.085505,-0.971946,-0.505932,1.018135,1.094966,-0.119284,0.153729,-0.194164,-0.961478,-0.575665,1.330582,1.128745,-0.062601,0.118982,-0.186868,-0.973142,-0.632471,1.472809,1.134453,-0.177550,0.360627,-0.207944,-0.891731,-0.524511,1.320409,1.116522,-0.643725,0.632311,0.014100,-0.430816,-0.443980,1.350334,1.204890,-0.353444,0.795664,0.376250,-0.316912,-0.387800,1.118213,1.352854,-0.287618,0.625983,0.639091,-0.342029,-0.552262,0.878398,1.424218,-0.219950,0.440163,-0.122568,-0.861891,-0.592373,1.308778,1.084014,-0.457983,-0.099846,-0.540999,-0.698285,-0.664160,1.306602,0.983856,-0.028721,-0.239866,-0.643152,-0.726632,-0.775049,1.068643,0.883814,-0.088967,0.009030,0.779107,0.620480,-0.790944,0.806980,0.969796,-0.088726,-0.012997,-0.057468,-0.994312,-0.422667,0.647798,1.217783,0.054962,-0.014222,-0.098606,-0.993506,-0.394629,0.402997,1.173229,0.034345,0.054820,-0.091442,-0.993707,-0.323695,0.052982,1.211446,-0.248887,0.345726,-0.006936,-0.904699,-0.606879,0.635582,1.144086,0.062601,0.249240,0.050080,-0.965118,-0.560645,0.416230,1.032524,0.051307,0.429322,0.033940,-0.901054,-0.606572,0.061678,1.066958,,,,,,,,,,,,,,
162,1.350000,0.091971,0.188555,-0.014291,-0.977642,-0.513895,0.641899,1.179506,0.117584,0.214868,-0.013645,-0.969443,-0.513345,0.721988,1.164410,-0.031701,0.213735,-0.086522,-0.972536,-0.506013,1.018210,1.093134,-0.120343,0.150959,-0.194485,-0.961720,-0.576266,1.330480,1.127468,-0.065287,0.116397,-0.186614,-0.973327,-0.633266,1.472648,1.133618,-0.179387,0.356816,-0.208065,-0.892867,-0.525168,1.320433,1.114910,-0.642974,0.631450,0.018281,-0.433038,-0.443976,1.350448,1.202640,-0.349915,0.795614,0.378214,-0.318611,-0.387261,1.117870,1.349679,-0.283857,0.626342,0.640928,-0.341077,-0.552675,0.878828,1.422276,-0.220986,0.436444,-0.122061,-0.863587,-0.593212,1.308651,1.082838,-0.462426,-0.102866,-0.538385,-0.696938,-0.665833,1.306442,0.983285,-0.034228,-0.245274,-0.642986,-0.724733,-0.777963,1.068882,0.883678,-0.080759,0.015359,0.782178,0.617608,-0.792557,0.806632,0.969783,-0.089625,-0.011442,-0.061102,-0.994034,-0.421611,0.648124,1.215888,0.052884,-0.009200,-0.100666,-0.993471,-0.391708,0.403618,1.170922,0.034055,0.064733,-0.086026,-0.993604,-0.319518,0.053737,1.207997,-0.248636,0.343841,-0.006514,-0.905490,-0.606178,0.635675,1.143124,0.063919,0.248258,0.050149,-0.965281,-0.560410,0.416257,1.031498,0.051020,0.429282,0.033460,-0.901107,-0.606582,0.061829,1.066876,,,,,,,,,,,,,,
163,1.358333,0.092487,0.186147,-0.014585,-0.978051,-0.512933,0.642043,1.178136,0.117716,0.212080,-0.014980,-0.970021,-0.512452,0.722115,1.162948,-0.032316,0.210660,-0.087384,-0.973110,-0.506097,1.018289,1.091405,-0.122965,0.147736,-0.194542,-0.961877,-0.576768,1.330407,1.126262,-0.066869,0.113308,-0.186491,-0.973607,-0.633967,1.472503,1.133359,-0.180801,0.352986,-0.208029,-0.894112,-0.525730,1.320467,1.113381,-0.641924,0.630621,0.023153,-0.435561,-0.443863,1.350584,1.200448,-0.346211,0.795290,0.380639,-0.320571,-0.386674,1.117459,1.346433,-0.280003,0.626358,0.642632,-0.341024,-0.552898,0.879318,1.420245,-0.221578,0.432880,-0.121795,-0.865265,-0.593949,1.308555,1.081735,-0.467322,-0.105913,-0.535625,-0.695341,-0.667350,1.306221,0.982757,-0.039484,-0.250946,-0.642458,-0.722991,-0.780789,1.069140,0.883492,-0.073359,0.021926,0.785384,0.614256,-0.794233,0.806272,0.969972,-0.091189,-0.009801,-0.064031,-0.993725,-0.420472,0.648301,1.214058,0.050549,-0.006030,-0.102937,-0.993384,-0.389054,0.404121,1.168363,0.033980,0.071513,-0.082217,-0.993465,-0.315381,0.054399,1.203988,-0.248211,0.342375,-0.005818,-0.906166,-0.605394,0.635786,1.142213,0.065083,0.247475,0.050245,-0.965399,-0.560196,0.416258,1.030572,0.050832,0.429110,0.033101,-0.901213,-0.606610,0.061945,1.066774,,,,,,,,,,,,,,
164,1.366667,0.092577,0.183526,-0.015245,-0.978527,-0.512182,0.642132,1.176672,0.117940,0.209215,-0.015874,-0.970601,-0.511844,0.722198,1.161449,-0.032870,0.207550,-0.088113,-0.973693,-0.506200,1.018338,1.089641,-0.123719,0.145070,-0.195417,-0.962009,-0.577195,1.330324,1.125007,-0.069545,0.110975,-0.185870,-0.973807,-0.634696,1.472235,1.132420,-0.182241,0.349255,-0.207973,-0.895297,-0.526222,1.320477,1.111800,-0.641332,0.629523,0.027539,-0.437763,-0.443704,1.350684,1.198218,-0.342576,0.795034,0.382847,-0.322476,-0.385862,1.117058,1.343140,-0.276164,0.626213,0.644621,-0.340667,-0.552907,0.879761,1.418212,-0.222411,0.429218,-0.121338,-0.866938,-0.594620,1.308450,1.080585,-0.472267,-0.109058,-0.532729,-0.693736,-0.668826,1.306052,0.982211,-0.045175,-0.256854,-0.641433,-0.721491,-0.783624,1.069454,0.883357,-0.065254,0.028526,0.787539,0.612136,-0.796165,0.805945,0.970202,-0.092539,-0.009360,-0.067311,-0.993387,-0.419532,0.648475,1.212089,0.047608,-0.003152,-0.105080,-0.993319,-0.386480,0.404635,1.165737,0.033571,0.076496,-0.079088,-0.993361,-0.311393,0.055025,1.199470,-0.248050,0.340536,-0.005570,-0.906904,-0.604831,0.635790,1.141254,0.066371,0.246461,0.050290,-0.965569,-0.559999,0.416221,1.029546,0.050708,0.428980,0.032778,-0.901294,-0.606631,0.062032,1.066678,,,,,,,,,,,,,,
165,1.375000,0.092578,0.180756,-0.016001,-0.979030,-0.511468,0.642258,1.175143,0.118017,0.206270,-0.016635,-0.971209,-0.511294,0.722320,1.159898,-0.033260,0.204408,-0.088711,-0.974290,-0.506309,1.018355,1.087953,-0.124064,0.142581,-0.195481,-0.962323,-0.577522,1.330243,1.123748,-0.072318,0.108727,-0.185577,-0.973915,-0.635086,1.472115,1.131391,-0.183370,0.345685,-0.207751,-0.896502,-0.526620,1.320467,1.110216,-0.640750,0.628335,0.032024,-0.440011,-0.443468,1.350751,1.195996,-0.339001,0.794844,0.384816,-0.324374,-0.384936,1.116615,1.339814,-0.272287,0.626390,0.645410,-0.341967,-0.552714,0.880232,1.416178,-0.222918,0.425898,-0.120813,-0.868518,-0.595199,1.308341,1.079440,-0.475730,-0.111588,-0.529868,-0.693158,-0.670137,1.305879,0.981624,-0.050411,-0.261855,-0.640330,-0.720325,-0.786328,1.069679,0.883447,-0.057870,0.035530,0.789728,0.609687,-0.798240,0.805574,0.970479,-0.094031,-0.009207,-0.070149,-0.993052,-0.418622,0.648698,1.210027,0.044235,-0.001796,-0.107713,-0.993196,-0.384169,0.405193,1.162940,0.032671,0.080552,-0.076263,-0.993292,-0.307265,0.055763,1.194361,-0.247898,0.338129,-0.005528,-0.907846,-0.604313,0.635817,1.140260,0.067643,0.245346,0.050343,-0.965762,-0.559822,0.416211,1.028491,0.050566,0.428740,0.032413,-0.901429,-0.606669,0.062148,1.066545,,,,,,,,,,,,,,
166,1.383333,0.092402,0.177900,-0.016636,-0.979559,-0.510853,0.642298,1.173590,0.118001,0.203242,-0.017326,-0.971838,-0.510829,0.722362,1.158354,-0.033714,0.201215,-0.089129,-0.974901,-0.506481,1.018384,1.086318,-0.124333,0.139921,-0.195948,-0.962584,-0.577803,1.330190,1.122611,-0.074541,0.106359,-0.184982,-0.974122,-0.635509,1.471891,1.130446,-0.184565,0.341578,-0.207629,-0.897859,-0.526980,1.320471,1.108747,-0.640066,0.627200,0.036849,-0.442241,-0.443119,1.350883,1.193789,-0.335466,0.794181,0.387364,-0.326633,-0.383974,1.116157,1.336389,-0.268448,0.625742,0.647537,-0.342166,-0.552263,0.880622,1.413986,-0.223146,0.422759,-0.120413,-0.870047,-0.595745,1.308272,1.078417,-0.479069,-0.113839,-0.527102,-0.692602,-0.671362,1.305702,0.981129,-0.055249,-0.266917,-0.638757,-0.719509,-0.788912,1.069929,0.883544,-0.050304,0.041907,0.791645,0.607464,-0.800476,0.805365,0.970980,-0.095726,-0.010086,-0.072761,-0.992694,-0.417807,0.648805,1.207925,0.040627,-0.002023,-0.110635,-0.993028,-0.382119,0.405648,1.159969,0.031602,0.082979,-0.074775,-0.993239,-0.303140,0.056456,1.188788,-0.247904,0.335524,-0.005449,-0.908811,-0.603898,0.635791,1.139255,0.068973,0.243879,0.050214,-0.966046,-0.559763,0.416185,1.027342,0.050424,0.428545,0.032107,-0.901541,-0.606692,0.062245,1.066409,,,,,,,,,,,,,,
